"condition","model","id","trial","context","L_index","M_index","H_index","left_index","middle_index","right_index","choice_idx","accuracy","L_outcome","M_outcome","H_outcome","left_outcome","middle_outcome","right_outcome"
"standard prompt","gpt-3.5-turbo-0125",2,31,0,0,-99,1,1,-99,0,0,1,17,0,49,49,0,17
"standard prompt","gpt-3.5-turbo-0125",2,32,1,2,3,4,4,3,2,0,1,15,36,48,48,36,15
"standard prompt","gpt-3.5-turbo-0125",2,33,1,2,3,4,3,2,4,2,1,15,28,46,28,15,46
"standard prompt","gpt-3.5-turbo-0125",2,34,1,2,3,4,3,4,2,1,1,13,34,47,34,47,13
"standard prompt","gpt-3.5-turbo-0125",2,35,0,0,-99,1,0,-99,1,1,1,13,0,50,13,0,50
"standard prompt","gpt-3.5-turbo-0125",2,36,0,0,-99,1,0,-99,1,1,1,9,0,52,9,0,52
"standard prompt","gpt-3.5-turbo-0125",2,37,2,5,-99,6,6,-99,5,0,1,11,0,88,88,0,11
"standard prompt","gpt-3.5-turbo-0125",2,38,1,2,3,4,3,4,2,1,1,12,30,46,30,46,12
"standard prompt","gpt-3.5-turbo-0125",2,39,3,7,8,9,9,7,8,0,1,12,49,79,79,12,49
"standard prompt","gpt-3.5-turbo-0125",2,40,0,0,-99,1,0,-99,1,1,1,12,0,50,12,0,50
"standard prompt","gpt-3.5-turbo-0125",2,41,1,2,3,4,2,3,4,2,1,15,29,46,15,29,46
"standard prompt","gpt-3.5-turbo-0125",2,42,1,2,3,4,2,3,4,2,1,17,31,51,17,31,51
"standard prompt","gpt-3.5-turbo-0125",2,43,3,7,8,9,9,8,7,0,1,12,53,88,88,53,12
"standard prompt","gpt-3.5-turbo-0125",2,44,2,5,-99,6,6,-99,5,0,1,12,0,86,86,0,12
"standard prompt","gpt-3.5-turbo-0125",2,45,2,5,-99,6,6,-99,5,0,1,17,0,87,87,0,17
"standard prompt","gpt-3.5-turbo-0125",2,46,0,0,-99,1,1,-99,0,0,1,12,0,48,48,0,12
"standard prompt","gpt-3.5-turbo-0125",2,47,0,0,-99,1,0,-99,1,1,1,10,0,50,10,0,50
"standard prompt","gpt-3.5-turbo-0125",2,48,0,0,-99,1,0,-99,1,1,1,15,0,52,15,0,52
"standard prompt","gpt-3.5-turbo-0125",2,49,3,7,8,9,9,8,7,0,1,10,49,86,86,49,10
"standard prompt","gpt-3.5-turbo-0125",2,50,2,5,-99,6,6,-99,5,0,1,17,0,85,85,0,17
"standard prompt","gpt-3.5-turbo-0125",2,51,0,0,-99,1,0,-99,1,1,1,18,0,52,18,0,52
"standard prompt","gpt-3.5-turbo-0125",2,52,2,5,-99,6,6,-99,5,0,1,9,0,86,86,0,9
"standard prompt","gpt-3.5-turbo-0125",2,53,3,7,8,9,7,9,8,1,1,14,52,89,14,89,52
"standard prompt","gpt-3.5-turbo-0125",2,54,3,7,8,9,9,7,8,0,1,10,48,89,89,10,48
"standard prompt","gpt-3.5-turbo-0125",2,55,2,5,-99,6,5,-99,6,1,1,14,0,87,14,0,87
"standard prompt","gpt-3.5-turbo-0125",2,56,2,5,-99,6,5,-99,6,1,1,15,0,85,15,0,85
"standard prompt","gpt-3.5-turbo-0125",2,57,0,0,-99,1,1,-99,0,0,1,13,0,51,51,0,13
"standard prompt","gpt-3.5-turbo-0125",2,58,3,7,8,9,8,9,7,1,1,13,46,84,46,84,13
"standard prompt","gpt-3.5-turbo-0125",2,59,0,0,-99,1,0,-99,1,1,1,15,0,49,15,0,49
"standard prompt","gpt-3.5-turbo-0125",2,0,99,0,-99,1,0,-99,1,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,1,99,0,-99,2,2,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,2,99,0,-99,3,3,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,3,99,0,-99,4,4,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,4,99,0,-99,5,0,-99,5,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,5,99,0,-99,6,6,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,6,99,0,-99,7,7,-99,0,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,7,99,0,-99,8,8,-99,0,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,8,99,0,-99,9,0,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,9,99,1,-99,2,2,-99,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,10,99,1,-99,3,3,-99,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,11,99,1,-99,4,4,-99,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,12,99,1,-99,5,1,-99,5,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,13,99,1,-99,6,1,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,14,99,1,-99,7,1,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,15,99,1,-99,8,8,-99,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,16,99,1,-99,9,1,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,17,99,2,-99,3,3,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,18,99,2,-99,4,4,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,19,99,2,-99,5,5,-99,2,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,20,99,2,-99,6,2,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,21,99,2,-99,7,2,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,22,99,2,-99,8,8,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,23,99,2,-99,9,2,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,24,99,3,-99,4,3,-99,4,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,25,99,3,-99,5,5,-99,3,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,26,99,3,-99,6,3,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,27,99,3,-99,7,3,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,28,99,3,-99,8,3,-99,8,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,29,99,3,-99,9,3,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,30,99,4,-99,5,5,-99,4,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,31,99,4,-99,6,6,-99,4,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,32,99,4,-99,7,4,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,33,99,4,-99,8,4,-99,8,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,34,99,4,-99,9,4,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,35,99,5,-99,6,5,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,36,99,5,-99,7,5,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,37,99,5,-99,8,5,-99,8,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,38,99,5,-99,9,9,-99,5,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,39,99,6,-99,7,6,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,40,99,6,-99,8,6,-99,8,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,41,99,6,-99,9,6,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,42,99,7,-99,8,8,-99,7,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,43,99,7,-99,9,9,-99,7,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,44,99,8,-99,9,8,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,0,3,7,8,9,8,7,9,1,0,14,51,84,51,14,84
"standard prompt","gpt-3.5-turbo-0125",3,1,2,5,-99,6,5,-99,6,0,0,13,0,85,13,0,85
"standard prompt","gpt-3.5-turbo-0125",3,2,2,5,-99,6,5,-99,6,1,1,8,0,82,8,0,82
"standard prompt","gpt-3.5-turbo-0125",3,3,3,7,8,9,7,9,8,1,1,13,51,85,13,85,51
"standard prompt","gpt-3.5-turbo-0125",3,4,0,0,-99,1,0,-99,1,1,1,15,0,47,15,0,47
"standard prompt","gpt-3.5-turbo-0125",3,5,2,5,-99,6,5,-99,6,1,1,12,0,83,12,0,83
"standard prompt","gpt-3.5-turbo-0125",3,6,3,7,8,9,7,8,9,2,1,10,52,85,10,52,85
"standard prompt","gpt-3.5-turbo-0125",3,7,3,7,8,9,9,8,7,0,1,13,49,85,85,49,13
"standard prompt","gpt-3.5-turbo-0125",3,8,2,5,-99,6,6,-99,5,0,1,15,0,85,85,0,15
"standard prompt","gpt-3.5-turbo-0125",3,9,2,5,-99,6,6,-99,5,0,1,14,0,86,86,0,14
"standard prompt","gpt-3.5-turbo-0125",3,10,2,5,-99,6,5,-99,6,1,1,10,0,86,10,0,86
"standard prompt","gpt-3.5-turbo-0125",3,11,3,7,8,9,7,9,8,1,1,13,52,87,13,87,52
"standard prompt","gpt-3.5-turbo-0125",3,12,2,5,-99,6,6,-99,5,0,1,16,0,84,84,0,16
"standard prompt","gpt-3.5-turbo-0125",3,13,1,2,3,4,4,3,2,2,0,12,34,49,49,34,12
"standard prompt","gpt-3.5-turbo-0125",3,14,1,2,3,4,3,2,4,2,1,12,32,50,32,12,50
"standard prompt","gpt-3.5-turbo-0125",3,15,3,7,8,9,9,8,7,0,1,14,49,84,84,49,14
"standard prompt","gpt-3.5-turbo-0125",3,16,1,2,3,4,3,2,4,2,1,13,29,52,29,13,52
"standard prompt","gpt-3.5-turbo-0125",3,17,3,7,8,9,8,9,7,1,1,11,55,87,55,87,11
"standard prompt","gpt-3.5-turbo-0125",3,18,1,2,3,4,4,2,3,0,1,13,32,48,48,13,32
"standard prompt","gpt-3.5-turbo-0125",3,19,3,7,8,9,9,8,7,0,1,14,50,86,86,50,14
"standard prompt","gpt-3.5-turbo-0125",3,20,3,7,8,9,8,7,9,2,1,12,48,87,48,12,87
"standard prompt","gpt-3.5-turbo-0125",3,21,2,5,-99,6,6,-99,5,0,1,14,0,83,83,0,14
"standard prompt","gpt-3.5-turbo-0125",3,22,0,0,-99,1,0,-99,1,1,1,12,0,48,12,0,48
"standard prompt","gpt-3.5-turbo-0125",3,23,3,7,8,9,7,9,8,1,1,16,47,87,16,87,47
"standard prompt","gpt-3.5-turbo-0125",3,24,0,0,-99,1,0,-99,1,1,1,14,0,49,14,0,49
"standard prompt","gpt-3.5-turbo-0125",3,25,0,0,-99,1,1,-99,0,0,1,15,0,49,49,0,15
"standard prompt","gpt-3.5-turbo-0125",3,26,0,0,-99,1,0,-99,1,1,1,10,0,51,10,0,51
"standard prompt","gpt-3.5-turbo-0125",3,27,0,0,-99,1,1,-99,0,0,1,17,0,49,49,0,17
"standard prompt","gpt-3.5-turbo-0125",3,28,1,2,3,4,2,4,3,1,1,13,31,49,13,49,31
"standard prompt","gpt-3.5-turbo-0125",3,29,2,5,-99,6,5,-99,6,1,1,13,0,85,13,0,85
"standard prompt","gpt-3.5-turbo-0125",3,30,1,2,3,4,4,3,2,0,1,11,32,48,48,32,11
"standard prompt","gpt-3.5-turbo-0125",3,31,3,7,8,9,7,9,8,1,1,12,51,86,12,86,51
"standard prompt","gpt-3.5-turbo-0125",3,32,2,5,-99,6,5,-99,6,1,1,18,0,89,18,0,89
"standard prompt","gpt-3.5-turbo-0125",3,33,2,5,-99,6,6,-99,5,0,1,13,0,83,83,0,13
"standard prompt","gpt-3.5-turbo-0125",3,34,0,0,-99,1,1,-99,0,0,1,15,0,51,51,0,15
"standard prompt","gpt-3.5-turbo-0125",3,35,1,2,3,4,4,2,3,0,1,14,30,52,52,14,30
"standard prompt","gpt-3.5-turbo-0125",3,36,1,2,3,4,2,4,3,1,1,12,33,52,12,52,33
"standard prompt","gpt-3.5-turbo-0125",3,37,0,0,-99,1,0,-99,1,1,1,17,0,48,17,0,48
"standard prompt","gpt-3.5-turbo-0125",3,38,2,5,-99,6,5,-99,6,1,1,15,0,83,15,0,83
"standard prompt","gpt-3.5-turbo-0125",3,39,0,0,-99,1,0,-99,1,1,1,14,0,50,14,0,50
"standard prompt","gpt-3.5-turbo-0125",3,40,1,2,3,4,2,4,3,1,1,15,31,49,15,49,31
"standard prompt","gpt-3.5-turbo-0125",3,41,1,2,3,4,2,3,4,2,1,15,28,48,15,28,48
"standard prompt","gpt-3.5-turbo-0125",3,42,2,5,-99,6,6,-99,5,0,1,14,0,83,83,0,14
"standard prompt","gpt-3.5-turbo-0125",3,43,0,0,-99,1,1,-99,0,0,1,12,0,50,50,0,12
"standard prompt","gpt-3.5-turbo-0125",3,44,3,7,8,9,8,7,9,2,1,13,48,89,48,13,89
"standard prompt","gpt-3.5-turbo-0125",3,45,1,2,3,4,2,3,4,2,1,10,32,49,10,32,49
"standard prompt","gpt-3.5-turbo-0125",3,46,1,2,3,4,3,2,4,2,1,17,30,49,30,17,49
"standard prompt","gpt-3.5-turbo-0125",3,47,3,7,8,9,9,7,8,0,1,14,49,86,86,14,49
"standard prompt","gpt-3.5-turbo-0125",3,48,1,2,3,4,2,3,4,2,1,15,33,52,15,33,52
"standard prompt","gpt-3.5-turbo-0125",3,49,2,5,-99,6,6,-99,5,0,1,13,0,87,87,0,13
"standard prompt","gpt-3.5-turbo-0125",3,50,0,0,-99,1,1,-99,0,0,1,15,0,50,50,0,15
"standard prompt","gpt-3.5-turbo-0125",3,51,0,0,-99,1,1,-99,0,0,1,13,0,51,51,0,13
"standard prompt","gpt-3.5-turbo-0125",3,52,0,0,-99,1,1,-99,0,0,1,13,0,47,47,0,13
"standard prompt","gpt-3.5-turbo-0125",3,53,1,2,3,4,3,4,2,1,1,13,34,50,34,50,13
"standard prompt","gpt-3.5-turbo-0125",3,54,3,7,8,9,9,8,7,0,1,15,47,86,86,47,15
"standard prompt","gpt-3.5-turbo-0125",3,55,3,7,8,9,8,7,9,2,1,10,48,86,48,10,86
"standard prompt","gpt-3.5-turbo-0125",3,56,2,5,-99,6,5,-99,6,1,1,17,0,84,17,0,84
"standard prompt","gpt-3.5-turbo-0125",3,57,1,2,3,4,3,4,2,1,1,16,35,51,35,51,16
"standard prompt","gpt-3.5-turbo-0125",3,58,0,0,-99,1,1,-99,0,0,1,14,0,49,49,0,14
"standard prompt","gpt-3.5-turbo-0125",3,59,0,0,-99,1,0,-99,1,1,1,15,0,49,15,0,49
"standard prompt","gpt-3.5-turbo-0125",3,0,99,0,-99,1,0,-99,1,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,1,99,0,-99,2,0,-99,2,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,2,99,0,-99,3,3,-99,0,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,3,99,0,-99,4,4,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,4,99,0,-99,5,5,-99,0,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,5,99,0,-99,6,0,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,6,99,0,-99,7,7,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,7,99,0,-99,8,0,-99,8,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,8,99,0,-99,9,9,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,9,99,1,-99,2,2,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,10,99,1,-99,3,3,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,11,99,1,-99,4,4,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,12,99,1,-99,5,1,-99,5,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,13,99,1,-99,6,1,-99,6,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,14,99,1,-99,7,1,-99,7,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,15,99,1,-99,8,8,-99,1,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,16,99,1,-99,9,1,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,17,99,2,-99,3,2,-99,3,-99,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,18,99,2,-99,4,2,-99,4,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,19,99,2,-99,5,2,-99,5,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,20,99,2,-99,6,6,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,21,99,2,-99,7,2,-99,7,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,22,99,2,-99,8,8,-99,2,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,23,99,2,-99,9,2,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,24,99,3,-99,4,3,-99,4,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,25,99,3,-99,5,3,-99,5,0,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,26,99,3,-99,6,6,-99,3,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,27,99,3,-99,7,7,-99,3,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,28,99,3,-99,8,8,-99,3,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,29,99,3,-99,9,9,-99,3,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,30,99,4,-99,5,5,-99,4,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,31,99,4,-99,6,6,-99,4,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,32,99,4,-99,7,7,-99,4,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,33,99,4,-99,8,8,-99,4,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,34,99,4,-99,9,4,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,35,99,5,-99,6,6,-99,5,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,36,99,5,-99,7,7,-99,5,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,37,99,5,-99,8,5,-99,8,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,38,99,5,-99,9,9,-99,5,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,39,99,6,-99,7,7,-99,6,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,40,99,6,-99,8,8,-99,6,1,0,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,41,99,6,-99,9,9,-99,6,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,42,99,7,-99,8,8,-99,7,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,43,99,7,-99,9,7,-99,9,1,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,44,99,8,-99,9,9,-99,8,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",4,0,3,7,8,9,9,8,7,0,1,15,46,87,87,46,15
"standard prompt","gpt-3.5-turbo-0125",4,1,1,2,3,4,3,2,4,0,0,16,31,49,31,16,49
"standard prompt","gpt-3.5-turbo-0125",4,2,1,2,3,4,4,3,2,0,1,14,31,54,54,31,14
"standard prompt","gpt-3.5-turbo-0125",4,3,2,5,-99,6,5,-99,6,0,0,15,0,82,15,0,82
"standard prompt","gpt-3.5-turbo-0125",4,4,1,2,3,4,3,4,2,0,0,13,34,51,34,51,13
"standard prompt","gpt-3.5-turbo-0125",4,5,0,0,-99,1,0,-99,1,0,0,12,0,51,12,0,51
"standard prompt","gpt-3.5-turbo-0125",4,6,0,0,-99,1,1,-99,0,0,1,14,0,50,50,0,14
"standard prompt","gpt-3.5-turbo-0125",4,7,1,2,3,4,3,2,4,2,1,13,33,52,33,13,52
"standard prompt","gpt-3.5-turbo-0125",4,8,1,2,3,4,2,4,3,1,1,13,33,50,13,50,33
"standard prompt","gpt-3.5-turbo-0125",4,9,2,5,-99,6,5,-99,6,1,1,15,0,87,15,0,87
"standard prompt","gpt-3.5-turbo-0125",4,10,2,5,-99,6,6,-99,5,0,1,16,0,90,90,0,16
"standard prompt","gpt-3.5-turbo-0125",4,11,3,7,8,9,7,8,9,2,1,13,48,86,13,48,86
"standard prompt","gpt-3.5-turbo-0125",4,12,3,7,8,9,7,8,9,2,1,16,48,83,16,48,83
"standard prompt","gpt-3.5-turbo-0125",4,13,0,0,-99,1,0,-99,1,1,1,12,0,48,12,0,48
"standard prompt","gpt-3.5-turbo-0125",4,14,2,5,-99,6,5,-99,6,1,1,10,0,83,10,0,83
"standard prompt","gpt-3.5-turbo-0125",4,15,2,5,-99,6,6,-99,5,0,1,15,0,83,83,0,15
"standard prompt","gpt-3.5-turbo-0125",4,16,2,5,-99,6,6,-99,5,0,1,14,0,87,87,0,14
"standard prompt","gpt-3.5-turbo-0125",4,17,3,7,8,9,7,8,9,2,1,14,48,88,14,48,88
"standard prompt","gpt-3.5-turbo-0125",4,18,3,7,8,9,7,8,9,2,1,13,48,88,13,48,88
"standard prompt","gpt-3.5-turbo-0125",4,19,2,5,-99,6,6,-99,5,0,1,14,0,86,86,0,14
"standard prompt","gpt-3.5-turbo-0125",4,20,2,5,-99,6,5,-99,6,1,1,11,0,82,11,0,82
"standard prompt","gpt-3.5-turbo-0125",4,21,2,5,-99,6,6,-99,5,0,1,9,0,83,83,0,9
"standard prompt","gpt-3.5-turbo-0125",4,22,1,2,3,4,4,3,2,0,1,14,30,48,48,30,14
"standard prompt","gpt-3.5-turbo-0125",4,23,3,7,8,9,8,9,7,1,1,13,49,84,49,84,13
"standard prompt","gpt-3.5-turbo-0125",4,24,0,0,-99,1,1,-99,0,0,1,14,0,48,48,0,14
"standard prompt","gpt-3.5-turbo-0125",4,25,3,7,8,9,9,8,7,0,1,10,49,82,82,49,10
"standard prompt","gpt-3.5-turbo-0125",4,26,3,7,8,9,9,7,8,0,1,14,50,89,89,14,50
"standard prompt","gpt-3.5-turbo-0125",4,27,1,2,3,4,4,2,3,0,1,19,31,46,46,19,31
"standard prompt","gpt-3.5-turbo-0125",4,28,0,0,-99,1,0,-99,1,1,1,14,0,52,14,0,52
"standard prompt","gpt-3.5-turbo-0125",4,29,2,5,-99,6,5,-99,6,1,1,12,0,84,12,0,84
"standard prompt","gpt-3.5-turbo-0125",4,30,1,2,3,4,4,3,2,0,1,14,32,52,52,32,14
"standard prompt","gpt-3.5-turbo-0125",4,31,3,7,8,9,7,9,8,1,1,12,52,86,12,86,52
"standard prompt","gpt-3.5-turbo-0125",4,32,2,5,-99,6,6,-99,5,0,1,10,0,87,87,0,10
"standard prompt","gpt-3.5-turbo-0125",4,33,0,0,-99,1,1,-99,0,0,1,10,0,51,51,0,10
"standard prompt","gpt-3.5-turbo-0125",4,34,1,2,3,4,2,4,3,1,1,16,30,50,16,50,30
"standard prompt","gpt-3.5-turbo-0125",4,35,0,0,-99,1,0,-99,1,1,1,12,0,48,12,0,48
"standard prompt","gpt-3.5-turbo-0125",4,36,2,5,-99,6,6,-99,5,0,1,14,0,83,83,0,14
"standard prompt","gpt-3.5-turbo-0125",4,37,0,0,-99,1,0,-99,1,1,1,15,0,51,15,0,51
"standard prompt","gpt-3.5-turbo-0125",4,38,1,2,3,4,4,2,3,0,1,16,35,48,48,16,35
"standard prompt","gpt-3.5-turbo-0125",4,39,3,7,8,9,7,8,9,2,1,12,51,84,12,51,84
"standard prompt","gpt-3.5-turbo-0125",4,40,1,2,3,4,4,3,2,0,1,13,27,51,51,27,13
"standard prompt","gpt-3.5-turbo-0125",4,41,0,0,-99,1,1,-99,0,0,1,16,0,51,51,0,16
"standard prompt","gpt-3.5-turbo-0125",4,42,0,0,-99,1,1,-99,0,0,1,11,0,50,50,0,11
"standard prompt","gpt-3.5-turbo-0125",4,43,3,7,8,9,8,7,9,2,1,12,51,85,51,12,85
"standard prompt","gpt-3.5-turbo-0125",4,44,0,0,-99,1,0,-99,1,1,1,14,0,46,14,0,46
"standard prompt","gpt-3.5-turbo-0125",4,45,0,0,-99,1,1,-99,0,0,1,15,0,48,48,0,15
"standard prompt","gpt-3.5-turbo-0125",4,46,1,2,3,4,3,4,2,1,1,14,32,48,32,48,14
"standard prompt","gpt-3.5-turbo-0125",4,47,3,7,8,9,7,8,9,2,1,15,52,85,15,52,85
"standard prompt","gpt-3.5-turbo-0125",4,48,2,5,-99,6,5,-99,6,1,1,17,0,86,17,0,86
"standard prompt","gpt-3.5-turbo-0125",4,49,1,2,3,4,4,3,2,0,1,10,34,53,53,34,10
"standard prompt","gpt-3.5-turbo-0125",4,50,3,7,8,9,7,9,8,1,1,20,48,86,20,86,48
"standard prompt","gpt-3.5-turbo-0125",4,51,2,5,-99,6,5,-99,6,1,1,10,0,86,10,0,86
"standard prompt","gpt-3.5-turbo-0125",4,52,0,0,-99,1,0,-99,1,1,1,15,0,48,15,0,48
"standard prompt","gpt-3.5-turbo-0125",4,53,0,0,-99,1,1,-99,0,0,1,16,0,51,51,0,16
"standard prompt","gpt-3.5-turbo-0125",4,54,1,2,3,4,3,4,2,1,1,14,31,46,31,46,14
"standard prompt","gpt-3.5-turbo-0125",4,55,2,5,-99,6,6,-99,5,0,1,12,0,86,86,0,12
"standard prompt","gpt-3.5-turbo-0125",4,56,0,0,-99,1,0,-99,1,1,1,17,0,48,17,0,48
"standard prompt","gpt-3.5-turbo-0125",4,57,3,7,8,9,9,7,8,0,1,16,50,85,85,16,50
"standard prompt","gpt-3.5-turbo-0125",4,58,1,2,3,4,3,4,2,1,1,15,34,47,34,47,15
"standard prompt","gpt-3.5-turbo-0125",4,59,3,7,8,9,7,8,9,2,1,13,49,88,13,49,88
"standard prompt","gpt-3.5-turbo-0125",4,0,99,0,-99,1,1,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",4,1,99,0,-99,2,2,-99,0,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",4,2,99,0,-99,3,3,-99,0,0,1,0,0,0,0,0,0
